Moves,Pokemon,Type,Category,estPower
Snore,Bonsly,Normal,Special,50.0
Stealth Rock,Bonsly,Rock,Status,0.0
Stomping Tantrum,Bonsly,Ground,Physical,75.0
Uproar,Bonsly,Normal,Special,90.0
Calm Mind,Bonsly,Psychic,Status,0.0
Toxic,Bonsly,Poison,Status,0.0
Hidden Power,Bonsly,Normal,Special,60.0
Sunny Day,Bonsly,Fire,Status,0.0
Protect,Bonsly,Normal,Status,0.0
Frustration,Bonsly,Normal,Physical,0.0
Smack Down,Bonsly,Rock,Physical,50.0
Return,Bonsly,Normal,Physical,0.0
Brick Break,Bonsly,Fighting,Physical,75.0
Double Team,Bonsly,Normal,Status,0.0
Sandstorm,Bonsly,Rock,Status,0.0
Rock Tomb,Bonsly,Rock,Physical,57.0
Facade,Bonsly,Normal,Physical,70.0
Rest,Bonsly,Psychic,Status,0.0
Attract,Bonsly,Normal,Status,0.0
Thief,Bonsly,Dark,Physical,60.0
Round,Bonsly,Normal,Special,60.0
Explosion,Bonsly,Normal,Physical,250.0
Rock Polish,Bonsly,Rock,Status,0.0
Psych Up,Bonsly,Normal,Status,0.0
Rock Slide,Bonsly,Rock,Physical,67.5
Swagger,Bonsly,Normal,Status,0.0
Sleep Talk,Bonsly,Normal,Status,0.0
Substitute,Bonsly,Normal,Status,0.0
Nature Power,Bonsly,Normal,Status,0.0
Confide,Bonsly,Normal,Status,0.0
Captivate,Bonsly,Normal,Status,0.0
Natural Gift,Bonsly,Normal,Physical,0.0
Slam,Bonsly,Normal,Physical,60.0
Dig,Bonsly,Ground,Physical,80.0
Secret Power,Bonsly,Normal,Physical,70.0
Charm,Happiny,Fairy,Status,0.0
Pound,Happiny,Normal,Physical,40.0
Copycat,Happiny,Normal,Status,0.0
Refresh,Happiny,Normal,Status,0.0
Sweet Kiss,Happiny,Fairy,Status,0.0
Aromatherapy,Happiny,Grass,Status,0.0
Counter,Happiny,Fighting,Physical,0.0
Endure,Happiny,Normal,Status,0.0
Gravity,Happiny,Psychic,Status,0.0
Heal Bell,Happiny,Normal,Status,0.0
Helping Hand,Happiny,Normal,Status,0.0
Last Resort,Happiny,Normal,Physical,140.0
Metronome,Happiny,Normal,Status,0.0
Mud Bomb,Happiny,Ground,Special,55.25
Natural Gift,Happiny,Normal,Physical,0.0
Present,Happiny,Normal,Physical,0.0
Covet,Happiny,Normal,Physical,60.0
Drain Punch,Happiny,Fighting,Physical,75.0
Endeavor,Happiny,Normal,Physical,0.0
Gravity,Happiny,Psychic,Status,0.0
Heal Bell,Happiny,Normal,Status,0.0
Helping Hand,Happiny,Normal,Status,0.0
Hyper Voice,Happiny,Normal,Special,90.0
Icy Wind,Happiny,Ice,Special,52.25
Last Resort,Happiny,Normal,Physical,140.0
Recycle,Happiny,Normal,Status,0.0
Shock Wave,Happiny,Electric,Special,60.0
Snore,Happiny,Normal,Special,50.0
Uproar,Happiny,Normal,Special,90.0
Water Pulse,Happiny,Water,Special,60.0
Zen Headbutt,Happiny,Psychic,Physical,72.0
Work Up,Happiny,Normal,Status,0.0
Toxic,Happiny,Poison,Status,0.0
Hail,Happiny,Ice,Status,0.0
Hidden Power,Happiny,Normal,Special,60.0
Sunny Day,Happiny,Fire,Status,0.0
Light Screen,Happiny,Psychic,Status,0.0
Protect,Happiny,Normal,Status,0.0
Rain Dance,Happiny,Water,Status,0.0
Safeguard,Happiny,Normal,Status,0.0
Frustration,Happiny,Normal,Physical,0.0
Solar Beam,Happiny,Grass,Special,200.0
Return,Happiny,Normal,Physical,0.0
Psychic,Happiny,Psychic,Special,90.0
Shadow Ball,Happiny,Ghost,Special,80.0
Double Team,Happiny,Normal,Status,0.0
Flamethrower,Happiny,Fire,Special,90.0
Fire Blast,Happiny,Fire,Special,93.5
Facade,Happiny,Normal,Physical,70.0
Rest,Happiny,Psychic,Status,0.0
Attract,Happiny,Normal,Status,0.0
Round,Happiny,Normal,Special,60.0
Echoed Voice,Happiny,Normal,Special,40.0
Fling,Happiny,Dark,Physical,0.0
Thunder Wave,Happiny,Electric,Status,0.0
Psych Up,Happiny,Normal,Status,0.0
Dream Eater,Happiny,Psychic,Special,100.0
Grass Knot,Happiny,Grass,Special,0.0
Swagger,Happiny,Normal,Status,0.0
Sleep Talk,Happiny,Normal,Status,0.0
Substitute,Happiny,Normal,Status,0.0
Confide,Happiny,Normal,Status,0.0
Captivate,Happiny,Normal,Status,0.0
Headbutt,Happiny,Normal,Physical,70.0
Mud-Slap,Happiny,Ground,Special,20.0
Rollout,Happiny,Rock,Physical,27.0
Flash,Happiny,Normal,Status,0.0
Incinerate,Happiny,Fire,Special,60.0
Secret Power,Happiny,Normal,Physical,70.0
Chatter,Chatot,Flying,Special,65.0
Confide,Chatot,Normal,Status,0.0
Hyper Voice,Chatot,Normal,Special,90.0
Peck,Chatot,Flying,Physical,35.0
Taunt,Chatot,Dark,Status,0.0
Growl,Chatot,Normal,Status,0.0
Mirror Move,Chatot,Flying,Status,0.0
Sing,Chatot,Normal,Status,0.0
Fury Attack,Chatot,Normal,Physical,12.75
Chatter,Chatot,Flying,Special,65.0
Taunt,Chatot,Dark,Status,0.0
Round,Chatot,Normal,Special,60.0
Mimic,Chatot,Normal,Status,0.0
Echoed Voice,Chatot,Normal,Special,40.0
Roost,Chatot,Flying,Status,0.0
Uproar,Chatot,Normal,Special,90.0
Synchronoise,Chatot,Psychic,Special,120.0
Feather Dance,Chatot,Flying,Status,0.0
Hyper Voice,Chatot,Normal,Special,90.0
Agility,Chatot,Psychic,Status,0.0
Air Cutter,Chatot,Flying,Special,57.0
Boomburst,Chatot,Normal,Special,140.0
Defog,Chatot,Flying,Status,0.0
Encore,Chatot,Normal,Status,0.0
Nasty Plot,Chatot,Dark,Status,0.0
Night Shade,Chatot,Ghost,Special,0.0
Sleep Talk,Chatot,Normal,Status,0.0
Steel Wing,Chatot,Steel,Physical,63.0
Supersonic,Chatot,Normal,Status,0.0
Defog,Chatot,Flying,Status,0.0
Heat Wave,Chatot,Fire,Special,85.5
Hyper Voice,Chatot,Normal,Special,90.0
Role Play,Chatot,Psychic,Status,0.0
Sky Attack,Chatot,Flying,Physical,180.0
Snore,Chatot,Normal,Special,50.0
Tailwind,Chatot,Flying,Status,0.0
Uproar,Chatot,Normal,Special,90.0
Work Up,Chatot,Normal,Status,0.0
Toxic,Chatot,Poison,Status,0.0
Hidden Power,Chatot,Normal,Special,60.0
Sunny Day,Chatot,Fire,Status,0.0
Taunt,Chatot,Dark,Status,0.0
Protect,Chatot,Normal,Status,0.0
Rain Dance,Chatot,Water,Status,0.0
Roost,Chatot,Flying,Status,0.0
Frustration,Chatot,Normal,Physical,0.0
Return,Chatot,Normal,Physical,0.0
Double Team,Chatot,Normal,Status,0.0
Aerial Ace,Chatot,Flying,Physical,60.0
Torment,Chatot,Dark,Status,0.0
Facade,Chatot,Normal,Physical,70.0
Rest,Chatot,Psychic,Status,0.0
Attract,Chatot,Normal,Status,0.0
Thief,Chatot,Dark,Physical,60.0
Round,Chatot,Normal,Special,60.0
Echoed Voice,Chatot,Normal,Special,40.0
Steel Wing,Chatot,Steel,Physical,63.0
Fly,Chatot,Flying,Physical,85.5
Swagger,Chatot,Normal,Status,0.0
Sleep Talk,Chatot,Normal,Status,0.0
U-turn,Chatot,Bug,Physical,70.0
Substitute,Chatot,Normal,Status,0.0
Confide,Chatot,Normal,Status,0.0
Captivate,Chatot,Normal,Status,0.0
Endure,Chatot,Normal,Status,0.0
Natural Gift,Chatot,Normal,Physical,0.0
Mud-Slap,Chatot,Ground,Special,20.0
Ominous Wind,Chatot,Ghost,Special,60.0
Swift,Chatot,Normal,Special,60.0
Twister,Chatot,Dragon,Special,40.0
Pluck,Chatot,Flying,Physical,60.0
Secret Power,Chatot,Normal,Physical,70.0
Confuse Ray,Spiritomb,Ghost,Status,0.0
Curse,Spiritomb,Ghost,Status,0.0
Pursuit,Spiritomb,Dark,Physical,40.0
Shadow Sneak,Spiritomb,Ghost,Physical,40.0
Spite,Spiritomb,Ghost,Status,0.0
Feint Attack,Spiritomb,Dark,Physical,60.0
Hypnosis,Spiritomb,Psychic,Status,0.0
Dream Eater,Spiritomb,Psychic,Special,100.0
Ominous Wind,Spiritomb,Ghost,Special,60.0
Sucker Punch,Spiritomb,Dark,Physical,70.0
Nasty Plot,Spiritomb,Dark,Status,0.0
Memento,Spiritomb,Dark,Status,0.0
Dark Pulse,Spiritomb,Dark,Special,80.0
Captivate,Spiritomb,Normal,Status,0.0
Destiny Bond,Spiritomb,Ghost,Status,0.0
Foul Play,Spiritomb,Dark,Physical,95.0
Grudge,Spiritomb,Ghost,Status,0.0
Imprison,Spiritomb,Psychic,Status,0.0
Nightmare,Spiritomb,Ghost,Status,0.0
Pain Split,Spiritomb,Normal,Status,0.0
Shadow Sneak,Spiritomb,Ghost,Physical,40.0
Smokescreen,Spiritomb,Normal,Status,0.0
Ally Switch,Spiritomb,Psychic,Status,0.0
Foul Play,Spiritomb,Dark,Physical,95.0
Icy Wind,Spiritomb,Ice,Special,52.25
Pain Split,Spiritomb,Normal,Status,0.0
Shock Wave,Spiritomb,Electric,Special,60.0
Snatch,Spiritomb,Dark,Status,0.0
Snore,Spiritomb,Normal,Special,50.0
Spite,Spiritomb,Ghost,Status,0.0
Telekinesis,Spiritomb,Psychic,Status,0.0
Trick,Spiritomb,Psychic,Status,0.0
Uproar,Spiritomb,Normal,Special,90.0
Water Pulse,Spiritomb,Water,Special,60.0
Wonder Room,Spiritomb,Psychic,Status,0.0
Calm Mind,Spiritomb,Psychic,Status,0.0
Toxic,Spiritomb,Poison,Status,0.0
Hidden Power,Spiritomb,Normal,Special,60.0
Sunny Day,Spiritomb,Fire,Status,0.0
Taunt,Spiritomb,Dark,Status,0.0
Hyper Beam,Spiritomb,Normal,Special,135.0
Protect,Spiritomb,Normal,Status,0.0
Rain Dance,Spiritomb,Water,Status,0.0
Frustration,Spiritomb,Normal,Physical,0.0
Return,Spiritomb,Normal,Physical,0.0
Psychic,Spiritomb,Psychic,Special,90.0
Shadow Ball,Spiritomb,Ghost,Special,80.0
Double Team,Spiritomb,Normal,Status,0.0
Rock Tomb,Spiritomb,Rock,Physical,57.0
Torment,Spiritomb,Dark,Status,0.0
Facade,Spiritomb,Normal,Physical,70.0
Rest,Spiritomb,Psychic,Status,0.0
Attract,Spiritomb,Normal,Status,0.0
Thief,Spiritomb,Dark,Physical,60.0
Round,Spiritomb,Normal,Special,60.0
Quash,Spiritomb,Dark,Status,0.0
Will-O-Wisp,Spiritomb,Fire,Status,0.0
Embargo,Spiritomb,Dark,Status,0.0
Giga Impact,Spiritomb,Normal,Physical,135.0
Psych Up,Spiritomb,Normal,Status,0.0
Infestation,Spiritomb,Bug,Special,20.0
Dream Eater,Spiritomb,Psychic,Special,100.0
Swagger,Spiritomb,Normal,Status,0.0
Sleep Talk,Spiritomb,Normal,Status,0.0
Substitute,Spiritomb,Normal,Status,0.0
Snarl,Spiritomb,Dark,Special,52.25
Dark Pulse,Spiritomb,Dark,Special,80.0
Confide,Spiritomb,Normal,Status,0.0
Endure,Spiritomb,Normal,Status,0.0
Natural Gift,Spiritomb,Normal,Physical,0.0
Silver Wind,Spiritomb,Bug,Special,60.0
Flash,Spiritomb,Normal,Status,0.0
Retaliate,Spiritomb,Normal,Physical,70.0
Secret Power,Spiritomb,Normal,Physical,70.0
Tackle,Gible,Normal,Physical,40.0
Sand Attack,Gible,Ground,Status,0.0
Dragon Rage,Gible,Dragon,Special,0.0
Sandstorm,Gible,Rock,Status,0.0
Take Down,Gible,Normal,Physical,76.5
Sand Tomb,Gible,Ground,Physical,29.75
Slash,Gible,Normal,Physical,70.0
Dragon Claw,Gible,Dragon,Physical,80.0
Dig,Gible,Ground,Physical,80.0
Dragon Rush,Gible,Dragon,Physical,75.0
Body Slam,Gible,Normal,Physical,85.0
Double-Edge,Gible,Normal,Physical,120.0
Dragon Breath,Gible,Dragon,Special,60.0
Iron Head,Gible,Steel,Physical,80.0
Iron Tail,Gible,Steel,Physical,75.0
Metal Claw,Gible,Steel,Physical,47.5
Mud Shot,Gible,Ground,Special,52.25
Outrage,Gible,Dragon,Physical,120.0
Rock Climb,Gible,Normal,Physical,76.5
Sand Tomb,Gible,Ground,Physical,29.75
Scary Face,Gible,Normal,Status,0.0
Thrash,Gible,Normal,Physical,120.0
Twister,Gible,Dragon,Special,40.0
Draco Meteor,Gible,Dragon,Special,117.0
Dragon Claw,Gible,Dragon,Physical,80.0
Roar,Gible,Normal,Status,0.0
Toxic,Gible,Poison,Status,0.0
Hidden Power,Gible,Normal,Special,60.0
Sunny Day,Gible,Fire,Status,0.0
Protect,Gible,Normal,Status,0.0
Rain Dance,Gible,Water,Status,0.0
Frustration,Gible,Normal,Physical,0.0
Earthquake,Gible,Ground,Physical,100.0
Return,Gible,Normal,Physical,0.0
Double Team,Gible,Normal,Status,0.0
Flamethrower,Gible,Fire,Special,90.0
Sandstorm,Gible,Rock,Status,0.0
Fire Blast,Gible,Fire,Special,93.5
Rock Tomb,Gible,Rock,Physical,57.0
Aerial Ace,Gible,Flying,Physical,60.0
Facade,Gible,Normal,Physical,70.0
Rest,Gible,Psychic,Status,0.0
Attract,Gible,Normal,Status,0.0
Round,Gible,Normal,Special,60.0
Shadow Claw,Gible,Ghost,Physical,70.0
Stone Edge,Gible,Rock,Physical,80.0
Bulldoze,Gible,Ground,Physical,60.0
Rock Slide,Gible,Rock,Physical,67.5
Swagger,Gible,Normal,Status,0.0
Sleep Talk,Gible,Normal,Status,0.0
Substitute,Gible,Normal,Status,0.0
Confide,Gible,Normal,Status,0.0
Captivate,Gible,Normal,Status,0.0
Endure,Gible,Normal,Status,0.0
Natural Gift,Gible,Normal,Physical,0.0
Fury Cutter,Gible,Bug,Physical,38.0
Headbutt,Gible,Normal,Physical,70.0
Mud-Slap,Gible,Ground,Special,20.0
Swift,Gible,Normal,Special,60.0
Hone Claws,Gible,Dark,Status,0.0
Incinerate,Gible,Fire,Special,60.0
Rock Smash,Gible,Fighting,Physical,40.0
Secret Power,Gible,Normal,Physical,70.0
Cut,Gible,Normal,Physical,47.5
Strength,Gible,Normal,Physical,80.0
Dragon Rage,Gabite,Dragon,Special,0.0
Dual Chop,Gabite,Dragon,Physical,36.0
Sand Attack,Gabite,Ground,Status,0.0
Tackle,Gabite,Normal,Physical,40.0
Sand Attack,Gabite,Ground,Status,0.0
Dragon Rage,Gabite,Dragon,Special,0.0
Sandstorm,Gabite,Rock,Status,0.0
Take Down,Gabite,Normal,Physical,76.5
Sand Tomb,Gabite,Ground,Physical,29.75
Slash,Gabite,Normal,Physical,70.0
Dragon Claw,Gabite,Dragon,Physical,80.0
Dig,Gabite,Ground,Physical,80.0
Dragon Rush,Gabite,Dragon,Physical,75.0
Body Slam,Gabite,Normal,Physical,85.0
Double-Edge,Gabite,Normal,Physical,120.0
Dragon Breath,Gabite,Dragon,Special,60.0
Iron Head,Gabite,Steel,Physical,80.0
Iron Tail,Gabite,Steel,Physical,75.0
Metal Claw,Gabite,Steel,Physical,47.5
Mud Shot,Gabite,Ground,Special,52.25
Outrage,Gabite,Dragon,Physical,120.0
Rock Climb,Gabite,Normal,Physical,76.5
Sand Tomb,Gabite,Ground,Physical,29.75
Scary Face,Gabite,Normal,Status,0.0
Thrash,Gabite,Normal,Physical,120.0
Twister,Gabite,Dragon,Special,40.0
Draco Meteor,Gabite,Dragon,Special,117.0
Dragon Claw,Gabite,Dragon,Physical,80.0
Roar,Gabite,Normal,Status,0.0
Toxic,Gabite,Poison,Status,0.0
Hidden Power,Gabite,Normal,Special,60.0
Sunny Day,Gabite,Fire,Status,0.0
Protect,Gabite,Normal,Status,0.0
Rain Dance,Gabite,Water,Status,0.0
Frustration,Gabite,Normal,Physical,0.0
Earthquake,Gabite,Ground,Physical,100.0
Return,Gabite,Normal,Physical,0.0
Double Team,Gabite,Normal,Status,0.0
Flamethrower,Gabite,Fire,Special,90.0
Sandstorm,Gabite,Rock,Status,0.0
Fire Blast,Gabite,Fire,Special,93.5
Rock Tomb,Gabite,Rock,Physical,57.0
Aerial Ace,Gabite,Flying,Physical,60.0
Facade,Gabite,Normal,Physical,70.0
Rest,Gabite,Psychic,Status,0.0
Attract,Gabite,Normal,Status,0.0
Round,Gabite,Normal,Special,60.0
Shadow Claw,Gabite,Ghost,Physical,70.0
Stone Edge,Gabite,Rock,Physical,80.0
Bulldoze,Gabite,Ground,Physical,60.0
Rock Slide,Gabite,Rock,Physical,67.5
Swagger,Gabite,Normal,Status,0.0
Sleep Talk,Gabite,Normal,Status,0.0
Substitute,Gabite,Normal,Status,0.0
Confide,Gabite,Normal,Status,0.0
Captivate,Gabite,Normal,Status,0.0
Endure,Gabite,Normal,Status,0.0
Natural Gift,Gabite,Normal,Physical,0.0
Fury Cutter,Gabite,Bug,Physical,38.0
Headbutt,Gabite,Normal,Physical,70.0
Mud-Slap,Gabite,Ground,Special,20.0
Swift,Gabite,Normal,Special,60.0
Hone Claws,Gabite,Dark,Status,0.0
Incinerate,Gabite,Fire,Special,60.0
Rock Smash,Gabite,Fighting,Physical,40.0
Secret Power,Gabite,Normal,Physical,70.0
Cut,Gabite,Normal,Physical,47.5
Strength,Gabite,Normal,Physical,80.0
Crunch,Garchomp,Dark,Physical,80.0
Dragon Rage,Garchomp,Dragon,Special,0.0
Dual Chop,Garchomp,Dragon,Physical,36.0
Fire Fang,Garchomp,Fire,Physical,61.75
Sand Attack,Garchomp,Ground,Status,0.0
Sandstorm,Garchomp,Rock,Status,0.0
Tackle,Garchomp,Normal,Physical,40.0
Sand Attack,Garchomp,Ground,Status,0.0
Dragon Rage,Garchomp,Dragon,Special,0.0
Sandstorm,Garchomp,Rock,Status,0.0
Take Down,Garchomp,Normal,Physical,76.5
Sand Tomb,Garchomp,Ground,Physical,29.75
Slash,Garchomp,Normal,Physical,70.0
Dragon Claw,Garchomp,Dragon,Physical,80.0
Dig,Garchomp,Ground,Physical,80.0
Dragon Rush,Garchomp,Dragon,Physical,75.0
Body Slam,Garchomp,Normal,Physical,85.0
Double-Edge,Garchomp,Normal,Physical,120.0
Dragon Breath,Garchomp,Dragon,Special,60.0
Iron Head,Garchomp,Steel,Physical,80.0
Iron Tail,Garchomp,Steel,Physical,75.0
Metal Claw,Garchomp,Steel,Physical,47.5
Mud Shot,Garchomp,Ground,Special,52.25
Outrage,Garchomp,Dragon,Physical,120.0
Rock Climb,Garchomp,Normal,Physical,76.5
Sand Tomb,Garchomp,Ground,Physical,29.75
Scary Face,Garchomp,Normal,Status,0.0
Thrash,Garchomp,Normal,Physical,120.0
Twister,Garchomp,Dragon,Special,40.0
Draco Meteor,Garchomp,Dragon,Special,117.0
Dragon Claw,Garchomp,Dragon,Physical,80.0
Roar,Garchomp,Normal,Status,0.0
Toxic,Garchomp,Poison,Status,0.0
Hidden Power,Garchomp,Normal,Special,60.0
Sunny Day,Garchomp,Fire,Status,0.0
Hyper Beam,Garchomp,Normal,Special,135.0
Protect,Garchomp,Normal,Status,0.0
Rain Dance,Garchomp,Water,Status,0.0
Frustration,Garchomp,Normal,Physical,0.0
Earthquake,Garchomp,Ground,Physical,100.0
Return,Garchomp,Normal,Physical,0.0
Brick Break,Garchomp,Fighting,Physical,75.0
Double Team,Garchomp,Normal,Status,0.0
Flamethrower,Garchomp,Fire,Special,90.0
Sandstorm,Garchomp,Rock,Status,0.0
Fire Blast,Garchomp,Fire,Special,93.5
Rock Tomb,Garchomp,Rock,Physical,57.0
Aerial Ace,Garchomp,Flying,Physical,60.0
Facade,Garchomp,Normal,Physical,70.0
Rest,Garchomp,Psychic,Status,0.0
Attract,Garchomp,Normal,Status,0.0
Round,Garchomp,Normal,Special,60.0
False Swipe,Garchomp,Normal,Physical,40.0
Fling,Garchomp,Dark,Physical,0.0
Brutal Swing,Garchomp,Dark,Physical,60.0
Shadow Claw,Garchomp,Ghost,Physical,70.0
Giga Impact,Garchomp,Normal,Physical,135.0
Stone Edge,Garchomp,Rock,Physical,80.0
Swords Dance,Garchomp,Normal,Status,0.0
Bulldoze,Garchomp,Ground,Physical,60.0
Rock Slide,Garchomp,Rock,Physical,67.5
Dragon Tail,Garchomp,Dragon,Physical,54.0
Poison Jab,Garchomp,Poison,Physical,80.0
Swagger,Garchomp,Normal,Status,0.0
Sleep Talk,Garchomp,Normal,Status,0.0
Substitute,Garchomp,Normal,Status,0.0
Surf,Garchomp,Water,Special,90.0
Confide,Garchomp,Normal,Status,0.0
Captivate,Garchomp,Normal,Status,0.0
Endure,Garchomp,Normal,Status,0.0
Natural Gift,Garchomp,Normal,Physical,0.0
Whirlpool,Garchomp,Water,Special,29.75
Fury Cutter,Garchomp,Bug,Physical,38.0
Headbutt,Garchomp,Normal,Physical,70.0
Mud-Slap,Garchomp,Ground,Special,20.0
Swift,Garchomp,Normal,Special,60.0
Hone Claws,Garchomp,Dark,Status,0.0
Incinerate,Garchomp,Fire,Special,60.0
Rock Smash,Garchomp,Fighting,Physical,40.0
Secret Power,Garchomp,Normal,Physical,70.0
Cut,Garchomp,Normal,Physical,47.5
Strength,Garchomp,Normal,Physical,80.0
Last Resort,Munchlax,Normal,Physical,140.0
Lick,Munchlax,Ghost,Physical,30.0
Metronome,Munchlax,Normal,Status,0.0
Odor Sleuth,Munchlax,Normal,Status,0.0
Recycle,Munchlax,Normal,Status,0.0
Tackle,Munchlax,Normal,Physical,40.0
Defense Curl,Munchlax,Normal,Status,0.0
Amnesia,Munchlax,Psychic,Status,0.0
Lick,Munchlax,Ghost,Physical,30.0
Chip Away,Munchlax,Normal,Physical,70.0
Screech,Munchlax,Normal,Status,0.0
Body Slam,Munchlax,Normal,Physical,85.0
Stockpile,Munchlax,Normal,Status,0.0
Swallow,Munchlax,Normal,Status,0.0
Rollout,Munchlax,Rock,Physical,27.0
Fling,Munchlax,Dark,Physical,0.0
Belly Drum,Munchlax,Normal,Status,0.0
Natural Gift,Munchlax,Normal,Physical,0.0
Snatch,Munchlax,Dark,Status,0.0
Last Resort,Munchlax,Normal,Physical,140.0
After You,Munchlax,Normal,Status,0.0
Belch,Munchlax,Poison,Special,108.0
Charm,Munchlax,Fairy,Status,0.0
Counter,Munchlax,Fighting,Physical,0.0
Curse,Munchlax,Ghost,Status,0.0
Double-Edge,Munchlax,Normal,Physical,120.0
Lick,Munchlax,Ghost,Physical,30.0
Natural Gift,Munchlax,Normal,Physical,0.0
Pursuit,Munchlax,Dark,Physical,40.0
Self-Destruct,Munchlax,Normal,Physical,200.0
Whirlwind,Munchlax,Normal,Status,0.0
Zen Headbutt,Munchlax,Psychic,Physical,72.0
After You,Munchlax,Normal,Status,0.0
Covet,Munchlax,Normal,Physical,60.0
Fire Punch,Munchlax,Fire,Physical,75.0
Focus Punch,Munchlax,Fighting,Physical,150.0
Gunk Shot,Munchlax,Poison,Physical,96.0
Hyper Voice,Munchlax,Normal,Special,90.0
Ice Punch,Munchlax,Ice,Physical,75.0
Icy Wind,Munchlax,Ice,Special,52.25
Last Resort,Munchlax,Normal,Physical,140.0
Recycle,Munchlax,Normal,Status,0.0
Seed Bomb,Munchlax,Grass,Physical,80.0
Shock Wave,Munchlax,Electric,Special,60.0
Snatch,Munchlax,Dark,Status,0.0
Snore,Munchlax,Normal,Special,50.0
Stomping Tantrum,Munchlax,Ground,Physical,75.0
Superpower,Munchlax,Fighting,Physical,120.0
Thunder Punch,Munchlax,Electric,Physical,75.0
Uproar,Munchlax,Normal,Special,90.0
Water Pulse,Munchlax,Water,Special,60.0
Zen Headbutt,Munchlax,Psychic,Physical,72.0
Work Up,Munchlax,Normal,Status,0.0
Toxic,Munchlax,Poison,Status,0.0
Hidden Power,Munchlax,Normal,Special,60.0
Sunny Day,Munchlax,Fire,Status,0.0
Ice Beam,Munchlax,Ice,Special,90.0
Blizzard,Munchlax,Ice,Special,77.0
Protect,Munchlax,Normal,Status,0.0
Rain Dance,Munchlax,Water,Status,0.0
Frustration,Munchlax,Normal,Physical,0.0
Solar Beam,Munchlax,Grass,Special,200.0
Thunderbolt,Munchlax,Electric,Special,90.0
Thunder,Munchlax,Electric,Special,77.0
Earthquake,Munchlax,Ground,Physical,100.0
Return,Munchlax,Normal,Physical,0.0
Psychic,Munchlax,Psychic,Special,90.0
Shadow Ball,Munchlax,Ghost,Special,80.0
Brick Break,Munchlax,Fighting,Physical,75.0
Double Team,Munchlax,Normal,Status,0.0
Flamethrower,Munchlax,Fire,Special,90.0
Sandstorm,Munchlax,Rock,Status,0.0
Fire Blast,Munchlax,Fire,Special,93.5
Rock Tomb,Munchlax,Rock,Physical,57.0
Facade,Munchlax,Normal,Physical,70.0
Rest,Munchlax,Psychic,Status,0.0
Attract,Munchlax,Normal,Status,0.0
Round,Munchlax,Normal,Special,60.0
Fling,Munchlax,Dark,Physical,0.0
Bulldoze,Munchlax,Ground,Physical,60.0
Rock Slide,Munchlax,Rock,Physical,67.5
Swagger,Munchlax,Normal,Status,0.0
Sleep Talk,Munchlax,Normal,Status,0.0
Substitute,Munchlax,Normal,Status,0.0
Surf,Munchlax,Water,Special,90.0
Confide,Munchlax,Normal,Status,0.0
Captivate,Munchlax,Normal,Status,0.0
Endure,Munchlax,Normal,Status,0.0
Whirlpool,Munchlax,Water,Special,29.75
Headbutt,Munchlax,Normal,Physical,70.0
Mud-Slap,Munchlax,Ground,Special,20.0
Incinerate,Munchlax,Fire,Special,60.0
Power-Up Punch,Munchlax,Fighting,Physical,40.0
Retaliate,Munchlax,Normal,Physical,70.0
Rock Smash,Munchlax,Fighting,Physical,40.0
Secret Power,Munchlax,Normal,Physical,70.0
Strength,Munchlax,Normal,Physical,80.0
Endure,Riolu,Normal,Status,0.0
Foresight,Riolu,Normal,Status,0.0
Quick Attack,Riolu,Normal,Physical,40.0
Counter,Riolu,Fighting,Physical,0.0
Feint,Riolu,Normal,Physical,30.0
Force Palm,Riolu,Fighting,Physical,60.0
Copycat,Riolu,Normal,Status,0.0
Screech,Riolu,Normal,Status,0.0
Reversal,Riolu,Fighting,Physical,0.0
Nasty Plot,Riolu,Dark,Status,0.0
Final Gambit,Riolu,Fighting,Special,0.0
Agility,Riolu,Psychic,Status,0.0
Bite,Riolu,Dark,Physical,60.0
Blaze Kick,Riolu,Fire,Physical,76.5
Bullet Punch,Riolu,Steel,Physical,40.0
Circle Throw,Riolu,Fighting,Physical,54.0
Cross Chop,Riolu,Fighting,Physical,80.0
Crunch,Riolu,Dark,Physical,80.0
Detect,Riolu,Fighting,Status,0.0
Follow Me,Riolu,Normal,Status,0.0
High Jump Kick,Riolu,Fighting,Physical,117.0
Iron Defense,Riolu,Steel,Status,0.0
Low Kick,Riolu,Fighting,Physical,0.0
Mind Reader,Riolu,Normal,Status,0.0
Sky Uppercut,Riolu,Fighting,Physical,76.5
Vacuum Wave,Riolu,Fighting,Special,40.0
Drain Punch,Riolu,Fighting,Physical,75.0
Dual Chop,Riolu,Dragon,Physical,36.0
Focus Punch,Riolu,Fighting,Physical,150.0
Helping Hand,Riolu,Normal,Status,0.0
Ice Punch,Riolu,Ice,Physical,75.0
Iron Defense,Riolu,Steel,Status,0.0
Iron Tail,Riolu,Steel,Physical,75.0
Laser Focus,Riolu,Normal,Status,0.0
Low Kick,Riolu,Fighting,Physical,0.0
Magnet Rise,Riolu,Electric,Status,0.0
Role Play,Riolu,Psychic,Status,0.0
Snore,Riolu,Normal,Special,50.0
Thunder Punch,Riolu,Electric,Physical,75.0
Zen Headbutt,Riolu,Psychic,Physical,72.0
Work Up,Riolu,Normal,Status,0.0
Roar,Riolu,Normal,Status,0.0
Toxic,Riolu,Poison,Status,0.0
Bulk Up,Riolu,Fighting,Status,0.0
Hidden Power,Riolu,Normal,Special,60.0
